순번,개봉연도,영화명,감독,배급사,개봉일,국적,전국스크린수,전국매출액,전국관객수,장르,등급,영화구분
2874,2019,와일드 로즈,톰 하퍼,판씨네마(주),2019-10-17,영국,152,36572280,15650,드라마,15세이상관람가,독립/예술영화
2875,2019,킹 오브 프리즘 -샤이니 세븐 스타즈-,히시다 마사카즈,동우에이앤이(주),2019-03-07,일본,43,31809670,15597,애니메이션,12세이상관람가,일반영화
2876,2019,라라와 움직이는 비밀의 숲,왕운비,(주)박수엔터테인먼트,2019-08-22,중국,237,35954560,15484,애니메이션,전체관람가,일반영화
2877,2019,파리의 딜릴리,미셸 오슬로,오드,2019-05-29,프랑스,36,31203140,15440,애니메이션,전체관람가,독립/예술영화
2878,2019,조,드레이크 도리머스,(주)팝엔터테인먼트,2019-07-11,미국,69,28609300,15429,멜로/로맨스,15세이상관람가,독립/예술영화
2879,2019,헤로니모,전후석,커넥트픽쳐스(주),2019-11-21,한국,68,33324500,15140,다큐멘터리,전체관람가,독립/예술영화
2880,2019,크리드2,스티븐 카플 주니어,워너브러더스 코리아(주),2019-02-21,미국,298,33125790,15023,액션,12세이상관람가,일반영화
2881,2019,이케아 옷장에서 시작된 특별난 여행,켄 스콧,(주)스마일이엔티,2019-07-18,프랑스,71,31301840,15019,드라마,12세이상관람가,독립/예술영화
2882,2019,프렌드 존,차야놉 분프라콥,(주)디스테이션,2019-10-30,태국,104,30463160,14991,멜로/로맨스,12세이상관람가,독립/예술영화
2883,2019,삽질,김병기,(주)엣나인필름,2019-11-14,한국,171,30281860,14934,다큐멘터리,12세이상관람가,독립/예술영화
2884,2019,돈 워리,구스 반 산트,"그린나래미디어(주),(주)다날엔터테인먼트",2019-07-25,미국,55,30493800,14684,드라마,15세이상관람가,독립/예술영화
2885,2019,아픈 만큼 사랑한다,임준현,(주)드림팩트엔터테인먼트,2019-04-03,한국,121,30682780,14682,다큐멘터리,전체관람가,독립/예술영화
2886,2019,카센타,하윤재,(주)트리플픽쳐스,2019-11-27,한국,138,31250440,14659,범죄,15세이상관람가,독립/예술영화
2887,2019,시민 노무현,백재호,(주)삼백상회,2019-05-23,한국,174,33493630,14500,다큐멘터리,12세이상관람가,독립/예술영화
2888,2019,모리스,제임스 아이보리,알토미디어(주),2019-11-07,영국,50,35911140,14484,드라마,15세이상관람가,독립/예술영화
2889,2019,아사코,하마구치 류스케,(주)이수C&E,2019-03-14,일본,167,29920640,14441,드라마,12세이상관람가,독립/예술영화
2890,2019,수영장으로 간 남자들,질 를르슈,(주)엣나인필름,2019-07-18,프랑스,79,31441670,14285,코미디,15세이상관람가,독립/예술영화
2891,2019,양지의 그녀,미키 타카히로,(주)영화사오원,2019-03-21,일본,134,31208020,14224,멜로/로맨스,12세이상관람가,독립/예술영화
2892,2019,킹 오브 프리즘 –샤이니 세븐 스타즈- IV 루이x신x언노운,히시다 마사카즈,동우에이앤이(주),2019-05-30,일본,30,27671310,13993,애니메이션,15세이상관람가,일반영화
2893,2019,체크 히어로,"앤더스 마테센,토르비욘 크리스토퍼센",예지림엔터테인먼트,2019-10-23,덴마크,221,30047360,13951,애니메이션,전체관람가,독립/예술영화
2894,2019,뷰티풀 보이,펠릭스 반 그뢰닝엔,(주)이수C&E,2019-09-19,미국,130,17832980,13906,드라마,15세이상관람가,독립/예술영화
2895,2019,극장판 타오르지마 버스터-블랙어썰트의 귀환,조영광,(주)이수C&E,2019-12-05,한국,259,28441440,13587,코미디,전체관람가,독립/예술영화
2896,2019,버티고,전계수,(주)트리플픽쳐스,2019-10-16,한국,298,27012390,13567,드라마,15세이상관람가,독립/예술영화
2897,2019,키코리키: 시간여행,데니스 체르노프,(주)박수엔터테인먼트,2019-04-10,러시아,292,26045040,13222,애니메이션,전체관람가,일반영화
2898,2019,벤 이즈 백,피터 헤지스,(주)팝엔터테인먼트,2019-05-09,미국,78,27215720,13192,드라마,15세이상관람가,독립/예술영화
2899,2019,오피셜 시크릿,개빈 후드,(주)팬엔터테인먼트,2019-11-27,영국,153,26696070,13163,스릴러,15세이상관람가,독립/예술영화
2900,2019,언더 더 씨2,에반 트라멜,이언픽쳐스,2019-05-23,미국,269,25580970,13086,애니메이션,전체관람가,일반영화
2901,2019,별의 정원,원종식,예지림엔터테인먼트,2019-07-04,한국,210,20893740,12953,애니메이션,전체관람가,독립/예술영화
2902,2019,옷코는 초등학생 사장님!,코사카 키타로,(주)트리플픽쳐스,2019-02-27,일본,155,22966500,12611,애니메이션,전체관람가,독립/예술영화
2903,2019,슈퍼 햄찌,주나 테나,와이드 릴리즈(주),2019-09-26,핀란드,209,22875400,12493,애니메이션,전체관람가,일반영화
2904,2019,아스테릭스: 마법 물약의 비밀,"루이 클리시,알렉상드르 아스티에",(주)박수엔터테인먼트,2019-12-12,프랑스,166,23281420,12470,애니메이션,전체관람가,일반영화
2905,2019,나의 작은 시인에게,사라 코랑겔로,(주)엣나인필름,2019-04-04,미국,46,27115800,12385,드라마,15세이상관람가,독립/예술영화
2906,2019,피터팬: 후크 선장과 결투의 날,찬드라세카란,(주)팝엔터테인먼트,2019-05-30,아일랜드,129,16308210,12220,애니메이션,전체관람가,일반영화
2907,2019,출동! 도토리 구조대,로스 베노커,(주)디스테이션,2019-03-28,미국,260,24285360,11676,애니메이션,전체관람가,독립/예술영화
2908,2019,청춘 돼지는 꿈꾸는 소녀의 꿈을 꾸지 않는다,마스이 소이치,(주)애니플러스,2019-08-22,일본,46,25739180,11486,애니메이션,12세이상관람가,일반영화
2909,2019,살인마 잭의 집,라스 폰 트리에,(주)엣나인필름,2019-02-21,덴마크,68,20322070,11393,드라마,청소년관람불가,독립/예술영화
2910,2019,수상한 이웃,이상훈,"(주)스톰픽쳐스코리아,와이드 릴리즈(주)",2019-10-09,한국,182,47531000,11341,코미디,12세이상관람가,독립/예술영화
2911,2019,오션스: 문어구출대작전,헤 질리,와이드 릴리즈(주),2019-10-03,중국,191,23274440,11055,애니메이션,전체관람가,일반영화
2912,2019,꼬마 물고기 이자벨: 바다 대모험,사샤 버로우,와이드 릴리즈(주),2019-07-18,미국,121,19897980,10998,애니메이션,전체관람가,독립/예술영화
2913,2019,디어 마이 프렌드,피터 허칭스,(주)팝엔터테인먼트,2019-10-09,미국,136,21749340,10969,드라마,12세이상관람가,독립/예술영화
2914,2019,룩 어웨이,아사프 베른슈타인,(주)드림팩트엔터테인먼트,2019-08-21,캐나다,50,21953720,10896,공포(호러),15세이상관람가,독립/예술영화
2915,2019,더 컨덕터,마리아 피터즈,(주)라이크콘텐츠,2019-11-14,네덜란드,35,23273230,10774,드라마,12세이상관람가,독립/예술영화
2916,2019,시크릿 슈퍼스타,애드바이트 찬단,(주)넥스트엔터테인먼트월드(NEW),2019-10-24,인도,112,19680980,10758,코미디,12세이상관람가,독립/예술영화
2917,2019,쓰리 세컨즈,안톤 메거딕체브,(주)삼백상회,2019-06-20,러시아,183,20539960,10659,드라마,12세이상관람가,일반영화
2918,2019,비뚤어진 집,질스 파겟-브레너,(주)팝엔터테인먼트,2019-09-19,영국,135,21409500,10639,범죄,15세이상관람가,독립/예술영화
2919,2019,해피타임 스파이,브라이언 핸슨,(주)제이앤씨미디어그룹,2019-05-23,미국,60,20472240,10625,코미디,청소년관람불가,독립/예술영화
2920,2019,퍼스트 리폼드,폴 슈레이더,(주)올스타엔터테인먼트,2019-04-11,미국,54,20510480,10605,드라마,15세이상관람가,독립/예술영화
2921,2019,킹 오브 프리즘 -샤이니 세븐 스타즈- Ⅲ 레오×유우×알렉,히시다 마사카즈,동우에이앤이(주),2019-05-02,일본,34,19051000,10423,애니메이션,12세이상관람가,일반영화
2922,2019,폴라로이드,라스 클리브버그,(주)이수C&E,2019-06-06,미국,141,18762430,10359,공포(호러),15세이상관람가,일반영화
2923,2019,어쩌다 룸메이트,소륜,(주)키다리이엔티,2019-11-13,중국,135,19474290,10293,멜로/로맨스,12세이상관람가,독립/예술영화
2924,2019,수상한 교수,웨인 로버츠,(주)제이앤씨미디어그룹,2019-08-15,미국,105,21109200,10206,코미디,15세이상관람가,독립/예술영화
2925,2019,난폭한 기록,하원준,(주)케이티알파,2019-07-11,한국,152,18767570,10153,범죄,청소년관람불가,독립/예술영화
2926,2019,신문기자,후지이 미치히토,"(주)팝엔터테인먼트,주식회사 더쿱",2019-10-17,일본,128,18509080,10050,드라마,12세이상관람가,독립/예술영화
2927,2019,사랑은 비가 갠 뒤처럼,나가이 아키라,(주)디스테이션,2019-02-07,일본,100,18336560,10046,드라마,전체관람가,독립/예술영화
2928,2019,글로리아 벨,세바스찬 렐리오,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2019-06-06,미국,48,19013020,10021,드라마,15세이상관람가,독립/예술영화
2929,2019,루스 베이더 긴즈버그 : 나는 반대한다,"벳시 웨스트,줄리 코헨",(주)영화사 진진,2019-03-28,미국,39,12575500,9974,다큐멘터리,전체관람가,독립/예술영화
2930,2019,고양이 여행 리포트,미키 코이치로,아이 엠,2019-05-09,일본,76,19761900,9959,드라마,전체관람가,독립/예술영화
2931,2019,집 이야기,박제범,CGV아트하우스,2019-11-28,한국,82,5847720,9901,드라마,12세이상관람가,독립/예술영화
2932,2019,북간도의 십자가,반태경,"(재)CBS,주식회사 마운틴픽쳐스",2019-10-17,한국,123,16522400,9859,다큐멘터리,전체관람가,독립/예술영화
2933,2019,우먼 인 할리우드,톰 도나휴,(주)마노엔터테인먼트,2019-10-31,미국,40,17339500,9844,다큐멘터리,전체관람가,독립/예술영화
2934,2019,아이언 자이언트,브래드 버드,(주)삼백상회,2019-10-09,미국,167,14319000,9802,애니메이션,전체관람가,독립/예술영화
2935,2019,라플라스의 마녀,미이케 다카시,(주)영화사 빅,2019-05-09,일본,116,16193200,9666,미스터리,12세이상관람가,일반영화
2936,2019,꼬마 자전거 스피디,마누엘 J. 가르시아,(주)박수엔터테인먼트,2019-10-17,스페인,318,14307800,9507,애니메이션,전체관람가,일반영화
2937,2019,아틱,조 페나,"(주)영화특별시에스엠씨,(주)삼백상회",2019-03-27,아이슬란드,97,12096000,9503,드라마,12세이상관람가,독립/예술영화
2938,2019,발명왕 볼트,증헌림,(주)박수엔터테인먼트,2019-09-19,중국,239,14711600,9382,어드벤처,전체관람가,일반영화
2939,2019,쿵푸 보이,"라지브 칠라카,비나약 다스",(주)팝엔터테인먼트,2019-10-09,인도,222,15038960,9263,애니메이션,전체관람가,독립/예술영화
2940,2019,리지,크레이그 맥닐,(주)팝엔터테인먼트,2019-01-10,미국,53,14930600,9203,범죄,청소년관람불가,독립/예술영화
2941,2019,러브리스,안드레이 즈비아긴체프,그린나래미디어(주),2019-04-18,러시아,47,14659720,8978,드라마,15세이상관람가,독립/예술영화
2942,2019,뷰티플 마인드,"류장하,손미",롯데컬처웍스(주)롯데엔터테인먼트,2019-04-18,한국,190,15925340,8910,다큐멘터리,전체관람가,독립/예술영화
2943,2019,극장판 오소마츠 6쌍둥이,후지타 요이치,(주)리틀빅픽쳐스,2019-06-13,일본,65,14555780,8898,애니메이션,15세이상관람가,일반영화
2944,2019,킹 오브 프리즘 –샤이니 세븐 스타즈- II 카케루x조지x미나토,히시다 마사카즈,동우에이앤이(주),2019-04-04,일본,33,15918800,8896,애니메이션,12세이상관람가,일반영화
2945,2019,엘리펀트킹 덤보,하디 모하메디안,(주)박수엔터테인먼트,2019-06-13,기타,226,10582400,8755,애니메이션,전체관람가,일반영화
2946,2019,아워 바디,한가람,(주)영화사 진진,2019-09-26,한국,52,13568000,8683,드라마,15세이상관람가,독립/예술영화
2947,2019,와일드라이프,폴 다노,"그린나래미디어(주),(주)키다리이엔티",2019-12-25,미국,49,14287540,8676,드라마,15세이상관람가,독립/예술영화
2948,2019,똑딱똑딱 마법의 시계나라,미구엘 앙헬 우리에가스,와이드 릴리즈(주),2019-04-17,멕시코,240,16604000,8548,애니메이션,전체관람가,일반영화
2949,2019,그때 그들,파올로 소렌티노,(주)영화사 진진,2019-03-07,이탈리아,42,12605900,8353,드라마,청소년관람불가,독립/예술영화
2950,2019,동키 킹,아지즈 진다니,(주)팝엔터테인먼트,2019-08-28,기타,185,14491980,8322,애니메이션,전체관람가,독립/예술영화
2951,2019,도쿄의 밤하늘은 항상 가장 짙은 블루,이시이 유야,(주)디오시네마,2019-02-14,일본,35,14023560,8174,멜로/로맨스,15세이상관람가,독립/예술영화
2952,2019,논-픽션,올리비에 아사야스,(주)트리플픽쳐스,2019-05-16,프랑스,44,13642360,7764,드라마,15세이상관람가,독립/예술영화
2953,2019,패트와 매트: 우당탕탕 크리스마스,마렉 베네슈,(주)팝엔터테인먼트,2019-11-07,체코,176,15465500,7657,애니메이션,전체관람가,독립/예술영화
2954,2019,던전에서 만남을 추구하면 안 되는 걸까? –오리온의 화살–,사쿠라비 카츠시,(주)애니플러스,2019-04-18,일본,74,13076500,7526,애니메이션,12세이상관람가,일반영화
2955,2019,베스와 베라,파스칼 로지에,(주)팝엔터테인먼트,2019-01-24,프랑스,167,12157200,7369,공포(호러),15세이상관람가,독립/예술영화
2956,2019,매리,마이클 고이,(주)영화특별시에스엠씨,2019-12-11,미국,172,11932580,7147,공포(호러),15세이상관람가,독립/예술영화
2957,2019,강변호텔,홍상수,"(주)콘텐츠판다,(주)영화제작전원사 ,무브먼트",2019-03-27,한국,49,11980000,6912,드라마,15세이상관람가,독립/예술영화
2958,2019,우리가족: 라멘샵,에릭 쿠,(주)팝엔터테인먼트,2019-01-31,싱가포르,44,14124170,6869,드라마,12세이상관람가,독립/예술영화
2959,2019,해피엔드,미카엘 하네케,그린나래미디어(주),2019-06-20,프랑스,35,12969800,6510,드라마,15세이상관람가,독립/예술영화
2960,2019,틴 스피릿,맥스 밍겔라,"TCO(주)더콘텐츠온,플레이리스트(주)",2019-09-04,미국,203,10180160,6480,드라마,12세이상관람가,독립/예술영화
2961,2019,인면어: 저주의 시작,데이비드 청,(주)디스테이션,2019-08-14,대만,37,35161000,6290,미스터리,15세이상관람가,독립/예술영화
2962,2019,블러드 심플,조엘 코엔,"시네마 뉴원,(주)콘텐츠윙",2019-10-17,미국,30,11108470,6001,범죄,15세이상관람가,독립/예술영화
2963,2019,다운 어 다크 홀,로드리고 코르테스,(주)누리픽쳐스,2019-09-26,미국,94,9344180,5920,드라마,12세이상관람가,독립/예술영화
2964,2019,벨 칸토,폴 웨이츠,(주)누리픽쳐스,2019-09-26,미국,100,11027280,5920,드라마,15세이상관람가,독립/예술영화
2965,2019,윈체스터,"마이클 스피어리그,피터 스피어이그",(주)누리픽쳐스,2019-09-19,호주,100,10796440,5920,판타지,12세이상관람가,독립/예술영화
2966,2019,아이스,올레그 트로핌,(주)마노엔터테인먼트,2019-02-07,러시아,110,12155850,5907,멜로/로맨스,전체관람가,독립/예술영화
2967,2019,미드소마 감독판,아리 애스터,(주)팝엔터테인먼트,2019-10-03,미국,37,10624500,5865,공포(호러),청소년관람불가,독립/예술영화
2968,2019,몬스터 랜드,"아르튀르 드 팽,알렉시스 듀코드",와이드 릴리즈(주),2019-05-16,프랑스,197,10032160,5841,애니메이션,전체관람가,독립/예술영화
2969,2019,돈키호테를 죽인 사나이,테리 길리엄,(주)디스테이션,2019-05-23,스페인,42,10067580,5699,드라마,12세이상관람가,독립/예술영화
2970,2019,시인 할매,이종은,"(주)스톰픽쳐스코리아,와이드 릴리즈(주)",2019-02-05,한국,102,10914000,5516,다큐멘터리,전체관람가,독립/예술영화
2971,2019,행동하는 양심 김대중,신상민,주식회사 마운틴픽쳐스,2019-11-28,한국,86,9564880,5476,다큐멘터리,12세이상관람가,독립/예술영화
2972,2019,에움길,이승현,(주)영화사 그램,2019-06-20,한국,62,10376610,5438,다큐멘터리,전체관람가,독립/예술영화
2973,2019,어메이징 그레이스,시드니 폴락,(주)영화사 진진,2019-11-28,미국,30,8825160,5362,다큐멘터리,전체관람가,독립/예술영화
2974,2019,하트스톤,구두문두르 아르나르 구드문드손,아이 엠,2019-04-25,아이슬란드,37,9046000,5288,드라마,12세이상관람가,독립/예술영화
2975,2019,열두 번째 용의자,고명성,㈜인디스토리,2019-10-10,한국,111,8849000,5249,미스터리,12세이상관람가,독립/예술영화
2976,2019,고릴라와 슈퍼레이스,라스무스 A. 실버르센,와이드 릴리즈(주),2019-04-03,노르웨이,183,6714500,5174,애니메이션,전체관람가,일반영화
2977,2019,굿바이 썸머,박주영,㈜인디스토리,2019-07-25,한국,34,9197950,5174,드라마,12세이상관람가,독립/예술영화
2978,2019,하나레이 베이,마츠나가 다이시,(주)디오시네마,2019-06-06,일본,31,8008500,5128,드라마,15세이상관람가,독립/예술영화
2979,2019,시빌,쥐스틴 트리에,(주)영화특별시에스엠씨,2019-11-21,프랑스,54,17639000,4960,드라마,청소년관람불가,독립/예술영화
2980,2019,원 네이션,피에르 쉘러,플레이리스트(주),2019-03-21,프랑스,47,12059500,4941,드라마,15세이상관람가,독립/예술영화
2981,2019,엔젤 오브 마인,킴 파란트,(주)영화사 빅,2019-10-30,미국,115,7799460,4877,드라마,15세이상관람가,독립/예술영화
2982,2019,우행록: 어리석은 자의 기록,이시카와 케이,(주)드림팩트엔터테인먼트,2019-01-17,일본,36,24467500,4845,드라마,15세이상관람가,독립/예술영화
2983,2019,나이트메어 시네마,"믹 개리스,조 단테,기타무라 류헤이,데이빗 슬레이드",(주)영화사 빅,2019-07-17,미국,97,25821500,4817,공포(호러),청소년관람불가,일반영화
2984,2019,심판,파티 아킨,"그린나래미디어(주),(주)다날엔터테인먼트",2019-11-14,독일,39,7288460,4775,드라마,15세이상관람가,독립/예술영화
2985,2019,후로티로봇 극장판,토미 왕,(주)박수엔터테인먼트,2019-08-29,중국,177,7175470,4727,어드벤처,전체관람가,일반영화
2986,2019,에브리타임 룩 앳 유,한스 바인가르트너,(주)박수엔터테인먼트,2019-03-14,독일,43,7954220,4719,코미디,12세이상관람가,독립/예술영화
2987,2019,프로디지,니콜라스 맥카시,판씨네마(주),2019-04-04,미국,123,8404650,4592,공포(호러),15세이상관람가,독립/예술영화
2988,2019,왓 데이 해드,엘리자베스 촘코,(주)영화사 그램,2019-11-07,미국,43,7651860,4534,드라마,12세이상관람가,독립/예술영화
2989,2019,갤버스턴,멜라니 로랑,(주)삼백상회,2019-07-04,미국,48,5618500,4518,드라마,15세이상관람가,독립/예술영화
2990,2019,아녜스가 말하는 바르다,아녜스 바르다,알토미디어(주),2019-05-30,프랑스,35,4211000,4499,다큐멘터리,12세이상관람가,독립/예술영화
2991,2019,브라더 오브 더 이어,위타야 통유용,(주)영화사오원,2019-03-07,태국,58,7116670,4429,코미디,12세이상관람가,독립/예술영화
2992,2019,13년의 공백,사이토 타쿠미,"(주)영화사 그램,(주)디오시네마",2019-07-04,일본,47,4283500,4401,드라마,12세이상관람가,독립/예술영화
2993,2019,쁘띠 아만다,미카엘 허스,알토미디어(주),2019-06-27,프랑스,31,7761100,4091,드라마,12세이상관람가,독립/예술영화
2994,2019,디스트로이어,캐린 쿠사마,(주)라이크콘텐츠,2019-09-19,미국,92,7412200,4080,범죄,15세이상관람가,독립/예술영화
2995,2019,스트롱거,데이빗 고든 그린,(주)올스타엔터테인먼트,2019-06-27,미국,38,7586000,3889,드라마,15세이상관람가,독립/예술영화
2996,2019,퍼미션,브라이언 크라노,(주)에스와이코마드,2019-02-27,미국,53,5934740,3685,코미디,청소년관람불가,독립/예술영화
2997,2019,래미의 초특급 시간여행,웨이밍 황,와이드 릴리즈(주),2019-02-27,중국,96,20976000,3610,애니메이션,전체관람가,일반영화
2998,2019,퍼펙트 스트레인저,파올로 제노베스,(주)삼백상회,2019-10-24,이탈리아,83,6017260,3583,코미디,15세이상관람가,독립/예술영화
2999,2019,스노우 화이트,앤 폰테인,(주)팝엔터테인먼트,2019-10-24,프랑스,77,3500000,3554,드라마,청소년관람불가,독립/예술영화
3000,2019,너의 여자친구,이장희,"(주)스톰픽쳐스코리아,와이드 릴리즈(주)",2019-12-04,한국,74,5337500,3456,코미디,12세이상관람가,독립/예술영화
3001,2019,니나 내나,이동은,(주)리틀빅픽쳐스,2019-10-30,한국,51,5224700,3427,드라마,12세이상관람가,독립/예술영화
3002,2019,질투의 역사,정인봉,"와이드 릴리즈(주),(주)스톰픽쳐스코리아",2019-03-14,한국,83,4874540,3372,멜로/로맨스,15세이상관람가,독립/예술영화
3003,2019,트리트 미 라이크 파이어,마리 몽쥬,(주)트리플픽쳐스,2019-06-27,프랑스,34,4350500,3147,멜로/로맨스,청소년관람불가,독립/예술영화
3004,2019,옹알스,"차인표,전혜림",(주)리틀빅픽쳐스,2019-05-30,한국,68,2068500,2772,코미디,전체관람가,독립/예술영화
3005,2019,산타 앤 컴퍼니,알랭 샤바,(주)디스테이션,2019-12-12,프랑스,57,3109840,2735,판타지,전체관람가,독립/예술영화
3006,2019,마법안개의 비밀: 황금 보물선을 찾아라,카스파 앤시스,와이드 릴리즈(주),2019-11-14,에스토니아,85,2000000,2564,애니메이션,전체관람가,일반영화
3007,2019,우키시마호,김진홍,"(주)영화사메이플러스,주식회사 마운틴픽쳐스",2019-09-19,한국,65,3271900,2508,다큐멘터리,전체관람가,독립/예술영화
3008,2019,속물들,"신아가,이상철",(주)삼백상회,2019-12-12,한국,95,2404500,2472,드라마,15세이상관람가,독립/예술영화
3009,2019,12번째 솔저,해럴드 즈워트,(주)엣나인필름,2019-04-11,노르웨이,44,7894300,2427,전쟁,12세이상관람가,독립/예술영화
3010,2019,언더 더 실버레이크,데이빗 로버트 밋첼,(주)팝엔터테인먼트,2019-09-19,미국,33,2033110,2261,범죄,청소년관람불가,독립/예술영화
3011,2019,노리개: 그녀의 눈물,최승호,(주)제이앤씨미디어그룹,2019-06-13,한국,50,8354650,2237,드라마,15세이상관람가,일반영화
3012,2019,뷰티풀 보이스,김선웅,"(주)스톰픽쳐스코리아,와이드 릴리즈(주)",2019-05-22,한국,67,2252600,2167,코미디,전체관람가,독립/예술영화
3013,2019,크리미널 게임: 보석 사기단,제임스 오클레이,와이드 릴리즈(주),2019-01-23,캐나다,92,2505670,2065,범죄,청소년관람불가,독립/예술영화
3014,2019,우리들의 완벽한 세계,시바야마 겐지,(주)디스테이션,2019-04-04,일본,38,1323000,2054,멜로/로맨스,전체관람가,독립/예술영화
3015,2019,선희와 슬기,박영주,(주)리틀빅픽쳐스,2019-03-27,한국,39,1183000,2024,드라마,12세이상관람가,독립/예술영화
3016,2019,한강에게,박근영,㈜인디스토리,2019-04-04,한국,31,1181000,1959,드라마,12세이상관람가,독립/예술영화
3017,2019,행맨,조니 마틴,(주)박수엔터테인먼트,2019-01-23,미국,63,1181000,1860,미스터리,15세이상관람가,일반영화
3018,2019,토막살인범의 고백,리누스 드 파올리,(주)다자인소프트,2019-10-17,독일,60,1370000,1712,드라마,청소년관람불가,독립/예술영화
3019,2019,와인스타인,우르술라 맥팔레인,(주)영화특별시에스엠씨,2019-09-26,미국,47,1797000,1667,다큐멘터리,15세이상관람가,독립/예술영화
3020,2019,"두 번째 여름, 두 번 다시 만날 수 없는 너",나카니시 켄지,"(주)브리즈픽처스,(주)영화사오원",2019-01-23,일본,31,912000,1629,멜로/로맨스,전체관람가,독립/예술영화
3021,2019,오늘도 위위,박범준,(주)영화사오원,2019-10-17,한국,40,961000,1416,드라마,전체관람가,일반영화
3022,2019,이스케이프 플랜 3,존 허즈펠드,(주)누리픽쳐스,2019-09-04,중국,50,965000,1276,액션,청소년관람불가,일반영화
3023,2019,더하우스,박균이,(주)이놀미디어,2019-12-12,한국,48,934000,1245,스릴러,15세이상관람가,일반영화
3024,2019,벤트: 마약의 도시,바비 모레스코,노바엔터테인먼트,2019-07-12,미국,50,933000,1240,범죄,15세이상관람가,독립/예술영화
3025,2019,아직 사랑하고 있습니까?,신양중,(주)디스테이션,2019-12-04,한국,38,933000,1180,코미디,청소년관람불가,일반영화
3026,2019,캡티브 스테이트,루퍼트 와이어트,CGV아트하우스,2019-11-14,미국,50,940000,1131,SF,12세이상관람가,독립/예술영화
3027,2019,발광하는 현대사,조성규,(주)케이티알파,2019-07-18,한국,37,935000,1069,드라마,청소년관람불가,독립/예술영화
3028,2019,챔피언스,하비에르 페서,(주)영화사 빅,2019-02-07,스페인,51,883000,999,코미디,전체관람가,독립/예술영화
3029,2019,험악한 꿈,나단 몰랜도,판씨네마(주),2019-02-14,미국,41,3604050,850,멜로/로맨스,15세이상관람가,독립/예술영화
3030,2019,너의 목소리,이토 나오유키,(주)영화사 진진,2019-05-23,일본,43,700000,846,애니메이션,전체관람가,독립/예술영화
3031,2020,남산의 부장들,우민호,(주)쇼박스,2020-01-22,한국,1659,41223596650,4750104,드라마,15세이상관람가,일반영화
3032,2020,다만 악에서 구하소서,홍원찬,(주)씨제이이엔엠,2020-08-05,한국,1998,38554527990,4352669,범죄,15세이상관람가,일반영화
3033,2020,반도,연상호,(주)넥스트엔터테인먼트월드(NEW),2020-07-15,한국,2575,33071341280,3812080,액션,15세이상관람가,일반영화
3034,2020,히트맨,최원섭,롯데컬처웍스(주)롯데엔터테인먼트,2020-01-22,한국,1122,20614278000,2406232,코미디,15세이상관람가,일반영화
3035,2020,테넷,크리스토퍼 놀란,워너브러더스 코리아(주),2020-08-26,미국,2228,18396929850,1992214,액션,12세이상관람가,일반영화
3036,2020,#살아있다,조일형,롯데컬처웍스(주)롯데엔터테인먼트,2020-06-24,한국,1882,15965329900,1903703,드라마,15세이상관람가,일반영화
3037,2020,강철비2: 정상회담,양우석,롯데컬처웍스(주)롯데엔터테인먼트,2020-07-29,한국,2137,14655366110,1790797,드라마,15세이상관람가,일반영화
3038,2020,담보,강대규,(주)씨제이이엔엠,2020-09-29,한국,1342,14748867550,1719521,드라마,12세이상관람가,일반영화
3039,2020,닥터 두리틀,스티븐 개건,유니버설픽쳐스인터내셔널 코리아(유),2020-01-08,미국,1290,13449206760,1607082,판타지,전체관람가,일반영화
3040,2020,삼진그룹 영어토익반,이종필,롯데컬처웍스(주)롯데엔터테인먼트,2020-10-21,한국,1615,13981414470,1571286,드라마,12세이상관람가,일반영화
3041,2020,정직한 후보,장유정,(주)넥스트엔터테인먼트월드(NEW),2020-02-12,한국,1187,12765456530,1525718,코미디,12세이상관람가,일반영화
3042,2020,도굴,박정배,(주)씨제이이엔엠,2020-11-04,한국,1635,13751660410,1522046,범죄,12세이상관람가,일반영화
3043,2020,클로젯,김광빈,(주)씨제이이엔엠,2020-02-05,한국,1197,10920792280,1264970,미스터리,15세이상관람가,일반영화
3044,2020,오케이 마담,이철하,메가박스중앙(주)플러스엠,2020-08-12,한국,1288,10979887910,1228685,코미디,15세이상관람가,일반영화
3045,2020,해치지않아,손재곤,(주)에이스메이커무비웍스,2020-01-15,한국,1216,10154099090,1209689,코미디,12세이상관람가,일반영화
3046,2020,결백,박상현,"소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,(주)키다리이엔티",2020-06-10,한국,1112,7858099340,893855,드라마,15세이상관람가,일반영화
3047,2020,1917,샘 멘데스,(주)스마일이엔티,2020-02-19,미국,932,7872002760,870451,드라마,15세이상관람가,일반영화
3048,2020,작은 아씨들,그레타 거윅,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2020-02-12,미국,1105,7240616830,859072,드라마,전체관람가,일반영화
3049,2020,지푸라기라도 잡고 싶은 짐승들,김용훈,메가박스중앙(주)플러스엠,2020-02-19,한국,996,5442138750,626815,스릴러,청소년관람불가,일반영화
3050,2020,미스터 주: 사라진 VIP,김태윤,"메가박스중앙(주)플러스엠,(주)리틀빅픽쳐스",2020-01-22,한국,692,5057108660,601675,코미디,12세이상관람가,일반영화
3051,2020,인비저블맨,리 워넬,유니버설픽쳐스인터내셔널 코리아(유),2020-02-26,미국,776,5015895060,575043,공포(호러),15세이상관람가,일반영화
